Id,SalePrice
1461,150664.807
1462,128017.3661
1463,160572.1936
1464,189397.7909
1465,220596.5652
1466,175869.1625
1467,165431.1923
1468,173946.74
1469,189341.5448
1470,111647.881
1471,190622.1934
1472,119930.0899
1473,112661.6629
1474,154986.4122
1475,147848.1401
1476,408013.3476
1477,269378.7551
1478,342007.402
1479,280483.4035
1480,446126.6187
1481,273611.1673
1482,243635.1276
1483,166781.9527
1484,184414.4318
1485,203321.1757
1486,202989.3733
1487,297914.77
1488,267880.3418
1489,190332.477
1490,183213.539
1491,209377.9849
1492,97509.9028
1493,203529.5428
1494,304694.6625
1495,272596.1286
1496,196697.52
1497,164812.9984
1498,169487.3707
1499,168695.7139
1500,145196.4276
1501,147698.1162
1502,164252.4654
1503,286331.8181
1504,257943.0492
1505,204305.4067
1506,185841.814
1507,225395.7444
1508,183486.1228
1509,175062.3367
1510,134951.157
1511,130073.7244
1512,142437.7547
1513,160806.4059
1514,128547.4907
1515,183147.0592
1516,157679.4908
1517,162963.4286
1518,129151.0411
1519,202932.9458
1520,108666.2132
1521,115837.1145
1522,172403.7769
1523,96062.7639
1524,117124.958
1525,119593.2948
1526,112363.2785
1527,111144.1626
1528,133688.799
1529,133496.0483
1530,180352.8189
1531,137817.5903
1532,98623.9761
1533,143537.1589
1534,125489.2506
1535,148472.9722
1536,97001.323
1537,174441.9458
1538,194711.0925
1539,204331.3119
1540,121454.4737
1541,146149.5842
1542,128028.4362
1543,174854.3874
1544,83184.0303
1545,124695.7678
1546,174387.14
1547,155043.5251
1548,134793.8068
1549,134537.6226
1550,137616.4821
1551,109560.5536
1552,153515.0554
1553,115048.5676
1554,112534.0277
1555,185648.5853
1556,57166.868
1557,64449.6442
1558,101485.0686
1559,72947.8033
1560,107424.144
1561,71964.3035
1562,137205.2231
1563,102135.8578
1564,169345.2246
1565,193004.3618
1566,240245.4006
1567,78565.6079
1568,197863.1798
1569,160442.2795
1570,162272.2289
1571,134990.3415
1572,129151.8441
1573,244538.5551
1574,99237.8275
1575,222813.6331
1576,243235.2605
1577,199474.0044
1578,130271.9827
1579,139049.4504
1580,211812.6462
1581,147251.3598
1582,134791.2392
1583,284071.728
1584,248185.897
1585,145648.2652
1586,110540.7452
1587,120591.1884
1588,130088.355
1589,112275.2781
1590,150003.538
1591,80525.6644
1592,107245.108
1593,121664.6493
1594,117934.5592
1595,97268.7904
1596,221927.177
1597,141089.2422
1598,196468.5778
1599,240146.4765
1600,230098.4657
1601,142059.4807
1602,120979.2077
1603,86054.2563
1604,237924.9475
1605,276827.9102
1606,176380.8925
1607,149100.1011
1608,212196.4645
1609,194724.8776
1610,156064.6493
1611,159785.8932
1612,169309.5261
1613,177669.8369
1614,131314.6263
1615,102291.4451
1616,76671.5547
1617,110027.1468
1618,134938.9789
1619,160532.565
1620,187522.7678
1621,147692.1317
1622,125033.9386
1623,264192.8467
1624,194852.3409
1625,136242.2953
1626,181791.1062
1627,179161.2669
1628,295115.7251
1629,195840.3881
1630,277705.942
1631,224910.6413
1632,230405.5027
1633,195950.8212
1634,176156.2295
1635,168880.7873
1636,160515.1308
1637,167459.5813
1638,232044.648
1639,180094.0591
1640,247513.7947
1641,168198.5317
1642,209938.3952
1643,252937.1158
1644,250974.4591
1645,197230.5566
1646,168034.7435
1647,177275.5347
1648,130132.4102
1649,137431.4031
1650,131632.6846
1651,143401.7585
1652,121076.5271
1653,132054.5596
1654,155536.7121
1655,156358.9723
1656,146844.3004
1657,156723.9925
1658,146625.6743
1659,162629.489
1660,164688.1487
1661,430154.8335
1662,367568.9813
1663,355022.0858
1664,421795.0699
1665,350588.219
1666,314728.6749
1667,323910.8216
1668,364488.6592
1669,333067.2
1670,351457.6634
1671,230809.1982
1672,414180.7045
1673,341349.467
1674,265878.2945
1675,174294.066
1676,186232.2424
1677,203198.7007
1678,409491.6463
1679,280658.9768
1680,328105.7015
1681,319800.8422
1682,286399.7443
1683,194248.8209
1684,212390.2686
1685,176397.7107
1686,184779.7613
1687,190000.1967
1688,202682.6944
1689,204076.3717
1690,209375.9623
1691,196828.4585
1692,282654.7133
1693,189432.33
1694,174030.5681
1695,196155.3439
1696,237942.1701
1697,207056.5642
1698,371602.9269
1699,290416.9395
1700,213124.0561
1701,265941.1571
1702,273880.9768
1703,268950.7305
1704,276321.9977
1705,253353.826
1706,405669.3067
1707,192863.8028
1708,208308.9254
1709,361750.0057
1710,260441.8994
1711,282728.547
1712,269273.4542
1713,236144.6217
1714,191950.4033
1715,192471.5729
1716,207498.8542
1717,183885.4293
1718,127029.8017
1719,210052.5364
1720,252185.4943
1721,195130.7549
1722,124326.0155
1723,157064.2485
1724,209432.0724
1725,231483.8237
1726,167795.5542
1727,154337.9764
1728,180096.4955
1729,167536.7748
1730,214301.713
1731,116190.3215
1732,149314.4334
1733,117605.6095
1734,107038.7417
1735,133787.6446
1736,119856.6434
1737,304751.1457
1738,223999.1326
1739,241353.9809
1740,182176.6517
1741,189616.5651
1742,136974.0168
1743,178007.3457
1744,257413.6785
1745,195762.8953
1746,237039.475
1747,243629.7036
1748,184083.5038
1749,141663.366
1750,126966.4534
1751,265102.0926
1752,125370.7035
1753,137410.5996
1754,215860.3852
1755,150702.315
1756,140474.6375
1757,127086.5621
1758,139853.6289
1759,160722.4141
1760,154710.4906
1761,170919.9893
1762,172104.9422
1763,175411.4609
1764,113640.851
1765,145827.0881
1766,163126.3389
1767,210936.0377
1768,129756.406
1769,199072.5756
1770,146968.1094
1771,111752.1093
1772,112877.1291
1773,149035.5768
1774,120304.9409
1775,139055.2971
1776,120508.8783
1777,97972.4516
1778,125562.9761
1779,142380.1365
1780,180798.7568
1781,114160.6198
1782,102264.3615
1783,169234.2926
1784,98263.1195
1785,111111.7209
1786,126518.4068
1787,165146.9927
1788,121953.9771
1789,113825.6826
1790,72815.0745
1791,211759.9917
1792,151130.3432
1793,146725.7528
1794,156705.1965
1795,130401.098
1796,149767.4872
1797,147762.3927
1798,120478.6929
1799,111758.3692
1800,111485.3297
1801,144292.5613
1802,153340.6205
1803,172048.1445
1804,146668.4362
1805,144717.1057
1806,121619.2552
1807,176209.3446
1808,123782.3569
1809,101957.6756
1810,136535.6622
1811,76170.581
1812,66829.849
1813,124781.5923
1814,90529.5139
1815,140523.5572
1816,112939.451
1817,107060.6843
1818,140530.9743
1819,123021.3078
1820,38139.0638
1821,102878.0071
1822,169407.1078
1823,36824.1932
1824,115724.3953
1825,136663.4934
1826,90835.8903
1827,97615.606
1828,115511.1594
1829,142862.1871
1830,144611.149
1831,163044.2111
1832,101198.194
1833,137990.3956
1834,127916.1206
1835,113836.4502
1836,99845.6902
1837,84617.998
1838,129395.5172
1839,96416.735
1840,106839.4657
1841,89913.2828
1842,81188.5749
1843,168073.2459
1844,148480.8279
1845,170117.1141
1846,151324.7771
1847,173240.1938
1848,127497.5311
1849,119906.4689
1850,112650.7575
1851,144281.1753
1852,121501.5435
1853,122163.4786
1854,184091.6929
1855,170658.7407
1856,214093.4944
1857,152343.0021
1858,115979.9387
1859,129638.4023
1860,154259.2145
1861,129630.3796
1862,207801.163
1863,204945.0595
1864,204972.0451
1865,390930.8183
1866,360642.0236
1867,271014.228
1868,289906.0649
1869,209516.1701
1870,254408.6413
1871,276759.323
1872,182544.2255
1873,208420.6366
1874,156092.2591
1875,185427.5432
1876,180969.8557
1877,190664.657
1878,205834.7608
1879,122792.0155
1880,150340.9836
1881,232529.7067
1882,280883.7986
1883,188108.7318
1884,189096.2953
1885,245304.1809
1886,254404.9999
1887,202660.6393
1888,273774.0401
1889,173703.1496
1890,149481.1253
1891,157711.9576
1892,99893.4519
1893,103464.9181
1894,113321.4164
1895,138666.8885
1896,146259.4339
1897,138731.845
1898,122996.1241
1899,141117.7781
1900,154600.4786
1901,165944.0703
1902,112059.0434
1903,121206.7468
1904,140141.0793
1905,163373.0291
1906,152597.1248
1907,188939.7263
1908,157448.0578
1909,157856.6993
1910,157947.1377
1911,173773.805
1912,245065.7394
1913,148228.2503
1914,77715.5035
1915,237142.422
1916,136906.5992
1917,260568.7281
1918,158212.7823
1919,207272.2359
1920,154011.3503
1921,375981.1477
1922,344039.3173
1923,184015.1938
1924,214592.6697
1925,221929.2894
1926,358347.3986
1927,145232.4896
1928,155523.8281
1929,130345.1358
1930,148055.8076
1931,175071.4689
1932,140193.7308
1933,213084.7524
1934,177450.0051
1935,172976.3721
1936,168426.4342
1937,174313.3063
1938,153839.6967
1939,248935.494
1940,220442.4602
1941,179382.5112
1942,160253.7505
1943,228817.9072
1944,278636.2163
1945,343039.3083
1946,184969.8046
1947,322261.8771
1948,179628.0511
1949,206538.5201
1950,196554.7563
1951,227961.6029
1952,189506.628
1953,157844.4597
1954,205565.6243
1955,149988.5187
1956,309782.6067
1957,156077.3985
1958,305885.9254
1959,134005.1851
1960,108577.9404
1961,129286.2579
1962,121076.5271
1963,135966.6352
1964,109945.8319
1965,168095.2764
1966,157158.3103
1967,272196.653
1968,306059.4371
1969,352481.5763
1970,392283.5376
1971,475878.9259
1972,383257.0848
1973,334546.9266
1974,309118.0398
1975,373240.4641
1976,271254.8199
1977,346082.3761
1978,314073.6058
1979,352668.9448
1980,206480.2486
1981,345159.4649
1982,246812.1882
1983,246812.1882
1984,181412.8897
1985,201457.1203
1986,213538.2496
1987,188865.1626
1988,189710.8454
1989,196317.3919
1990,236436.4615
1991,209888.5055
1992,210360.1958
1993,185832.9225
1994,223610.0486
1995,203267.5461
1996,277175.999
1997,357783.4298
1998,268539.2855
1999,336637.6513
2000,318701.1773
2001,258425.878
2002,219744.8159
2003,275630.6007
2004,289805.3789
2005,242899.6928
2006,239722.1654
2007,267338.36
2008,192038.0279
2009,175817.8791
2010,208924.0921
2011,137629.2194
2012,187507.8302
2013,158890.3803
2014,164856.3412
2015,181396.226
2016,178359.249
2017,190864.9089
2018,127127.1673
2019,149863.1652
2020,112576.0212
2021,105463.1678
2022,193546.8961
2023,146004.0549
2024,241237.6607
2025,401294.6551
2026,190978.7561
2027,158412.6388
2028,185148.6006
2029,148533.725
2030,304897.6801
2031,317294.0698
2032,312485.0896
2033,306253.3714
2034,167905.8721
2035,208845.4047
2036,228861.2056
2037,228861.2056
2038,373667.7546
2039,230558.3693
2040,337747.6485
2041,257632.8643
2042,201832.943
2043,173151.234
2044,188444.6345
2045,235804.2219
2046,139235.2957
2047,161762.7657
2048,146266.3251
2049,151050.0823
2050,196785.7823
2051,112178.3796
2052,119279.3112
2053,128955.4238
2054,104247.3964
2055,133512.664
2056,156159.9092
2057,104168.4091
2058,228263.1752
2059,146580.2159
2060,158314.8553
2061,151774.3262
2062,112105.3392
2063,103220.877
2064,140736.4739
2065,114282.9268
2066,179942.6787
2067,121793.0636
2068,113383.5584
2069,101772.6081
2070,108544.2215
2071,102017.4492
2072,182900.7895
2073,140346.0008
2074,194180.8819
2075,137205.0348
2076,152405.6527
2077,129858.86
2078,113851.0488
2079,137728.1129
2080,124183.0228
2081,128277.9944
2082,115126.0977
2083,129019.8203
2084,117415.8194
2085,111515.4226
2086,167261.1937
2087,131369.4145
2088,89069.231
2089,76935.7449
2090,139045.967
2091,78790.8284
2092,137063.5608
2093,100066.2165
2094,125698.9847
2095,182024.1422
2096,85745.614
2097,72050.4672
2098,155520.1788
2099,140268.5337
2100,76973.1742
2101,135522.789
2102,160095.5388
2103,98315.8231
2104,145282.0055
2105,93908.2685
2106,144756.6507
2107,206294.5842
2108,122612.0329
2109,113793.7292
2110,121989.7111
2111,173084.093
2112,102002.4752
2113,114555.3863
2114,104452.7749
2115,137280.4033
2116,123450.7557
2117,144816.8225
2118,98407.377
2119,112526.2352
2120,121140.8758
2121,103074.3693
2122,122200.1606
2123,116110.5142
2124,173531.766
2125,131817.224
2126,154139.6907
2127,127711.0261
2128,126424.4331
2129,116473.2851
2130,159794.4534
2131,184934.199
2132,104750.4743
2133,126532.8973
2134,128397.6691
2135,134632.2178
2136,34004.5635
2137,114835.4497
2138,131176.4602
2139,159798.5915
2140,136831.8244
2141,176556.793
2142,115008.8461
2143,133441.4518
2144,92996.9745
2145,139579.2688
2146,179074.1629
2147,155255.1656
2148,144506.6883
2149,170686.3032
2150,237005.4355
2151,144772.244
2152,151107.7198
2153,133431.2586
2154,90054.6107
2155,163835.4228
2156,219066.2893
2157,204808.9174
2158,237465.6977
2159,213819.6104
2160,198505.8787
2161,274798.3992
2162,405593.6771
2163,389801.09
2164,253316.267
2165,159330.6155
2166,161255.6602
2167,190095.253
2168,165332.5492
2169,186616.7096
2170,189752.8192
2171,140868.0582
2172,150740.5075
2173,141617.2256
2174,219518.7836
2175,334778.1992
2176,253973.8695
2177,250104.6693
2178,255601.1658
2179,136274.0993
2180,166526.3052
2181,185165.767
2182,218373.6229
2183,195398.0228
2184,115167.4263
2185,136102.0923
2186,163052.2756
2187,166281.044
2188,171331.0264
2189,270794.574
2190,55205.3767
2191,56266.3211
2192,70438.0662
2193,103769.9668
2194,143970.929
2195,98304.0596
2196,112348.8832
2197,96451.6266
2198,173432.0299
2199,224628.3424
2200,133828.2791
2201,117974.5902
2202,205851.5183
2203,132246.5059
2204,139897.4196
2205,87359.1413
2206,134546.7764
2207,304947.3907
2208,239753.9143
2209,183248.6555
2210,158141.872
2211,118911.058
2212,125248.3671
2213,119757.6793
2214,140605.325
2215,119416.3978
2216,138282.9345
2217,108878.9001
2218,86606.5429
2219,86952.3249
2220,84118.9602
2221,239667.9422
2222,190768.807
2223,215971.2011
2224,230084.2018
2225,130544.2405
2226,147171.0908
2227,195748.7885
2228,271746.8427
2229,259217.7222
2230,145966.3312
2231,201758.1866
2232,184172.9825
2233,174389.9349
2234,253262.9353
2235,151714.2469
2236,263887.1036
2237,284574.7827
2238,192046.3093
2239,123646.2681
2240,136010.271
2241,152083.4932
2242,139274.0032
2243,162632.3859
2244,128073.5149
2245,126280.1104
2246,127758.4088
2247,124865.7134
2248,128419.9075
2249,131372.7834
2250,150372.3167
2251,129117.7818
2252,178235.7353
2253,171037.1504
2254,169731.0357
2255,174149.9385
2256,175929.3517
2257,163864.0158
2258,171029.2537
2259,167561.3161
2260,172560.1514
2261,217076.9091
2262,225568.4896
2263,341627.3547
2264,445507.1624
2265,189331.0385
2266,324945.5907
2267,285715.2421
2268,386409.4769
2269,141673.445
2270,206614.9069
2271,214585.6947
2272,231347.2834
2273,165093.6501
2274,161445.2129
2275,189317.0952
2276,191102.8183
2277,200892.0332
2278,155152.0474
2279,116910.2668
2280,114309.5533
2281,166948.0955
2282,169930.0444
2283,132311.3837
2284,145764.8224
2285,160053.5914
2286,123677.2151
2287,342485.5409
2288,279224.9266
2289,292365.929
2290,374320.4212
2291,324778.2425
2292,418144.6075
2293,394752.1685
2294,386630.6329
2295,407170.0408
2296,285311.9598
2297,311928.1973
2298,351835.734
